TriggerMethod,EventNumber,EventTime,Order,EventType,Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Channel ,Acceleration (m/s²),Duration (msec),DeltaV (m/s),Temperature (°C),RH (%RH),Pressure (mbar),Est. Altitude (m),GPSStatus,GPSFixTime,Lattitude,Longitude,Speed (km/h),Heading
1,3160,01/22/2016 03:36:35 ,0,2,1,2.81E-01,0.00E+00,1.12E-04,2,3.94E-01,0.00E+00,-1.58E-04,3,3.79E-01,0.00E+00,1.51E-04,4,5.20E-01,0.00E+00,-2.08E-04,5,4.06E-01,0.00E+00,1.62E-04,6,3.94E-01,0.00E+00,1.58E-04,Resultant,4.89E-01,0.00E+00,1.96E-04,20.42969,54.04688,1009.1,35,,,,,,
1,3161,01/22/2016 03:44:35 ,0,2,1,4.15E-01,0.00E+00,1.66E-04,2,3.65E-01,0.00E+00,1.46E-04,3,2.92E-01,0.00E+00,1.17E-04,4,4.01E-01,0.00E+00,1.60E-04,5,4.55E-01,0.00E+00,-1.82E-04,6,3.31E-01,0.00E+00,1.32E-04,Resultant,4.68E-01,0.00E+00,1.87E-04,20.42969,54.01563,1009.1,35,,,,,,
1,3162,01/22/2016 03:52:35 ,0,2,1,4.03E-01,0.00E+00,-1.61E-04,2,4.70E-01,0.00E+00,-1.88E-04,3,3.33E-01,0.00E+00,1.33E-04,4,4.02E-01,0.00E+00,-1.61E-04,5,4.05E-01,0.00E+00,-1.62E-04,6,3.48E-01,0.00E+00,1.39E-04,Resultant,6.40E-01,0.00E+00,2.56E-04,20.42969,53.92188,1008.7,38,,,,,,
1,3163,01/22/2016 04:02:35 ,0,2,1,3.18E-01,0.00E+00,-1.27E-04,2,3.62E-01,0.00E+00,-1.45E-04,3,3.87E-01,0.00E+00,1.55E-04,4,5.11E-01,0.00E+00,2.04E-04,5,3.48E-01,0.00E+00,-1.39E-04,6,3.34E-01,0.00E+00,-1.34E-04,Resultant,4.98E-01,0.00E+00,1.99E-04,20.42969,53.85938,1008.7,38,,,,,,
1,3164,01/22/2016 04:10:35 ,0,2,1,3.36E-01,0.00E+00,-1.34E-04,2,3.92E-01,0.00E+00,-1.57E-04,3,3.94E-01,0.00E+00,1.58E-04,4,4.66E-01,0.00E+00,1.86E-04,5,4.24E-01,0.00E+00,-1.70E-04,6,3.32E-01,0.00E+00,-1.33E-04,Resultant,4.52E-01,0.00E+00,1.81E-04,20.38672,53.82422,1008.7,38,,,,,,
1,3165,01/22/2016 04:16:35 ,0,2,1,3.90E-01,0.00E+00,-1.56E-04,2,5.44E-01,0.00E+00,-2.17E-04,3,3.32E-01,0.00E+00,1.33E-04,4,4.71E-01,0.00E+00,1.88E-04,5,4.35E-01,0.00E+00,-1.74E-04,6,3.71E-01,0.00E+00,-1.48E-04,Resultant,6.85E-01,0.00E+00,2.74E-04,20.42969,53.80078,1008.9,36,,,,,,
1,3166,01/22/2016 04:32:35 ,0,2,1,3.47E-01,0.00E+00,-1.39E-04,2,4.75E-01,0.00E+00,-1.90E-04,3,3.43E-01,0.00E+00,1.37E-04,4,3.68E-01,0.00E+00,-1.47E-04,5,3.93E-01,0.00E+00,-1.57E-04,6,3.09E-01,0.00E+00,-1.24E-04,Resultant,5.62E-01,0.00E+00,2.25E-04,20.38672,53.79297,1009.5,31,,,,,,
1,3167,01/22/2016 04:54:35 ,0,2,1,3.80E-01,0.00E+00,-1.52E-04,2,3.44E-01,0.00E+00,1.38E-04,3,3.25E-01,0.00E+00,1.30E-04,4,4.82E-01,0.00E+00,1.93E-04,5,3.23E-01,0.00E+00,-1.29E-04,6,3.47E-01,0.00E+00,1.39E-04,Resultant,4.22E-01,0.00E+00,1.69E-04,20.42969,54.10938,1009.6,30,,,,,,
1,3168,01/22/2016 04:56:35 ,0,2,1,3.21E-01,0.00E+00,-1.28E-04,2,3.34E-01,0.00E+00,-1.33E-04,3,5.68E-01,0.00E+00,2.27E-04,4,5.20E-01,0.00E+00,2.08E-04,5,4.17E-01,0.00E+00,-1.67E-04,6,3.61E-01,0.00E+00,1.44E-04,Resultant,5.69E-01,0.00E+00,2.28E-04,20.42969,54.14063,1009.6,30,,,,,,
1,3169,01/22/2016 04:58:35 ,0,2,1,3.03E-01,0.00E+00,1.21E-04,2,3.72E-01,0.00E+00,-1.49E-04,3,3.80E-01,0.00E+00,1.52E-04,4,4.99E-01,0.00E+00,2.00E-04,5,3.65E-01,0.00E+00,-1.46E-04,6,3.29E-01,0.00E+00,1.32E-04,Resultant,4.42E-01,0.00E+00,1.77E-04,20.42969,54.17188,1009.6,30,,,,,,
1,3170,01/22/2016 05:14:35 ,0,2,1,3.30E-01,0.00E+00,-1.32E-04,2,3.33E-01,0.00E+00,1.33E-04,3,3.20E-01,0.00E+00,1.28E-04,4,5.02E-01,0.00E+00,2.01E-04,5,4.31E-01,0.00E+00,-1.72E-04,6,3.30E-01,0.00E+00,1.32E-04,Resultant,4.67E-01,0.00E+00,1.87E-04,20.42969,54.14063,1009.5,31,,,,,,
1,3171,01/22/2016 05:26:35 ,0,2,1,3.10E-01,0.00E+00,-1.24E-04,2,4.56E-01,0.00E+00,-1.83E-04,3,2.92E-01,0.00E+00,1.17E-04,4,5.19E-01,0.00E+00,2.08E-04,5,4.49E-01,0.00E+00,-1.80E-04,6,3.96E-01,0.00E+00,-1.58E-04,Resultant,5.83E-01,0.00E+00,2.33E-04,20.42969,53.70703,1009.3,33,,,,,,
1,3172,01/22/2016 05:38:35 ,0,2,1,3.29E-01,0.00E+00,-1.31E-04,2,4.10E-01,0.00E+00,1.64E-04,3,3.33E-01,0.00E+00,1.33E-04,4,5.29E-01,0.00E+00,2.11E-04,5,3.69E-01,0.00E+00,-1.48E-04,6,3.46E-01,0.00E+00,1.38E-04,Resultant,4.54E-01,0.00E+00,1.81E-04,20.42969,53.42578,1009.1,35,,,,,,
1,3173,01/22/2016 05:40:35 ,0,2,1,3.18E-01,0.00E+00,-1.27E-04,2,4.01E-01,0.00E+00,1.60E-04,3,3.36E-01,0.00E+00,1.35E-04,4,5.45E-01,0.00E+00,-2.18E-04,5,4.25E-01,0.00E+00,-1.70E-04,6,3.50E-01,0.00E+00,1.40E-04,Resultant,4.14E-01,0.00E+00,1.66E-04,20.42969,53.45703,1008.8,37,,,,,,
1,3174,01/22/2016 06:10:35 ,0,2,1,3.07E-01,0.00E+00,1.23E-04,2,4.60E-01,0.00E+00,1.84E-04,3,3.31E-01,0.00E+00,1.32E-04,4,4.63E-01,0.00E+00,1.85E-04,5,4.53E-01,0.00E+00,-1.81E-04,6,4.12E-01,0.00E+00,1.65E-04,Resultant,4.97E-01,0.00E+00,1.99E-04,20.46875,53.67969,1009.1,35,,,,,,
1,3175,01/22/2016 06:12:35 ,0,2,1,2.85E-01,0.00E+00,1.14E-04,2,3.56E-01,0.00E+00,1.42E-04,3,3.39E-01,0.00E+00,1.36E-04,4,6.17E-01,0.00E+00,-2.47E-04,5,4.91E-01,0.00E+00,-1.97E-04,6,4.13E-01,0.00E+00,-1.65E-04,Resultant,5.03E-01,0.00E+00,2.01E-04,20.46875,53.74219,1009.4,32,,,,,,
1,3176,01/22/2016 06:34:35 ,0,2,1,4.21E-01,0.00E+00,-1.69E-04,2,4.83E-01,0.00E+00,-1.93E-04,3,3.86E-01,0.00E+00,1.55E-04,4,3.36E-01,0.00E+00,1.34E-04,5,3.85E-01,0.00E+00,-1.54E-04,6,3.13E-01,0.00E+00,-1.25E-04,Resultant,6.75E-01,0.00E+00,2.70E-04,20.46875,54.23828,1009.4,32,,,,,,
1,3177,01/22/2016 06:58:35 ,0,2,1,2.80E-01,0.00E+00,1.12E-04,2,3.69E-01,0.00E+00,1.48E-04,3,3.38E-01,0.00E+00,1.35E-04,4,5.51E-01,0.00E+00,2.20E-04,5,4.21E-01,0.00E+00,-1.68E-04,6,3.09E-01,0.00E+00,-1.24E-04,Resultant,4.89E-01,0.00E+00,1.96E-04,20.46875,54.36328,1009.5,31,,,,,,
1,3178,01/22/2016 07:08:35 ,0,2,1,2.90E-01,0.00E+00,1.16E-04,2,3.79E-01,0.00E+00,-1.52E-04,3,3.36E-01,0.00E+00,1.34E-04,4,4.61E-01,0.00E+00,1.85E-04,5,3.93E-01,0.00E+00,1.57E-04,6,3.23E-01,0.00E+00,1.29E-04,Resultant,4.31E-01,0.00E+00,1.73E-04,20.46875,54.42578,1009.7,30,,,,,,
1,3179,01/22/2016 07:42:35 ,0,2,1,3.44E-01,0.00E+00,-1.37E-04,2,4.36E-01,0.00E+00,-1.75E-04,3,3.35E-01,0.00E+00,1.34E-04,4,4.96E-01,0.00E+00,1.99E-04,5,3.97E-01,0.00E+00,1.59E-04,6,2.99E-01,0.00E+00,-1.20E-04,Resultant,5.36E-01,0.00E+00,2.15E-04,20.46875,54.73438,1008.8,37,,,,,,
1,3180,01/22/2016 08:00:35 ,0,2,1,4.29E-01,0.00E+00,-1.72E-04,2,4.38E-01,0.00E+00,-1.75E-04,3,4.47E-01,0.00E+00,1.79E-04,4,4.54E-01,0.00E+00,-1.82E-04,5,3.97E-01,0.00E+00,-1.59E-04,6,3.24E-01,0.00E+00,1.30E-04,Resultant,6.93E-01,0.00E+00,2.77E-04,20.50781,54.55469,1009,35,,,,,,
1,3181,01/22/2016 08:02:35 ,0,2,1,3.09E-01,0.00E+00,-1.24E-04,2,3.80E-01,0.00E+00,1.52E-04,3,3.02E-01,0.00E+00,1.21E-04,4,4.80E-01,0.00E+00,1.92E-04,5,3.91E-01,0.00E+00,-1.56E-04,6,3.25E-01,0.00E+00,1.30E-04,Resultant,4.79E-01,0.00E+00,1.91E-04,20.50781,54.52344,1008.9,36,,,,,,
1,3182,01/22/2016 08:20:35 ,0,2,1,3.38E-01,0.00E+00,1.35E-04,2,3.61E-01,0.00E+00,1.44E-04,3,3.90E-01,0.00E+00,1.56E-04,4,4.74E-01,0.00E+00,1.90E-04,5,3.97E-01,0.00E+00,1.59E-04,6,4.03E-01,0.00E+00,1.61E-04,Resultant,4.85E-01,0.00E+00,1.94E-04,20.46875,53.99219,1009.1,35,,,,,,
1,3183,01/22/2016 08:30:35 ,0,2,1,3.62E-01,0.00E+00,1.45E-04,2,4.29E-01,0.00E+00,-1.72E-04,3,3.85E-01,0.00E+00,1.54E-04,4,4.90E-01,0.00E+00,1.96E-04,5,4.53E-01,0.00E+00,-1.81E-04,6,2.94E-01,0.00E+00,1.18E-04,Resultant,5.98E-01,0.00E+00,2.39E-04,20.46875,53.55469,1009.5,31,,,,,,
1,3184,01/22/2016 08:40:35 ,0,2,1,3.13E-01,0.00E+00,-1.25E-04,2,4.13E-01,0.00E+00,-1.65E-04,3,3.84E-01,0.00E+00,1.54E-04,4,4.32E-01,0.00E+00,1.73E-04,5,3.31E-01,0.00E+00,-1.32E-04,6,3.61E-01,0.00E+00,-1.45E-04,Resultant,4.58E-01,0.00E+00,1.83E-04,20.46875,53.30859,1009.5,31,,,,,,
1,3185,01/22/2016 08:42:35 ,0,2,1,3.02E-01,0.00E+00,1.21E-04,2,4.09E-01,0.00E+00,1.64E-04,3,3.86E-01,0.00E+00,1.54E-04,4,4.77E-01,0.00E+00,1.91E-04,5,4.27E-01,0.00E+00,1.71E-04,6,3.56E-01,0.00E+00,-1.42E-04,Resultant,4.86E-01,0.00E+00,1.94E-04,20.46875,53.27734,1009.7,30,,,,,,
1,3186,01/22/2016 08:44:35 ,0,2,1,2.86E-01,0.00E+00,1.14E-04,2,3.21E-01,0.00E+00,1.29E-04,3,3.96E-01,0.00E+00,1.58E-04,4,4.56E-01,0.00E+00,-1.82E-04,5,3.85E-01,0.00E+00,-1.54E-04,6,3.22E-01,0.00E+00,-1.29E-04,Resultant,4.75E-01,0.00E+00,1.90E-04,20.46875,53.24609,1009.6,30,,,,,,
1,3187,01/22/2016 08:48:35 ,0,2,1,3.59E-01,0.00E+00,-1.44E-04,2,3.61E-01,0.00E+00,1.44E-04,3,4.97E-01,0.00E+00,1.99E-04,4,4.28E-01,0.00E+00,1.71E-04,5,4.44E-01,0.00E+00,1.78E-04,6,3.29E-01,0.00E+00,-1.32E-04,Resultant,5.42E-01,0.00E+00,2.17E-04,20.46875,53.21484,1009.3,33,,,,,,
1,3188,01/22/2016 09:04:35 ,0,2,1,2.51E-01,0.00E+00,-1.00E-04,2,3.92E-01,0.00E+00,1.57E-04,3,3.35E-01,0.00E+00,1.34E-04,4,4.53E-01,0.00E+00,-1.81E-04,5,3.38E-01,0.00E+00,1.35E-04,6,3.90E-01,0.00E+00,-1.56E-04,Resultant,4.23E-01,0.00E+00,1.69E-04,20.46875,53.33984,1009.1,35,,,,,,
1,3189,01/22/2016 09:08:35 ,0,2,1,4.14E-01,0.00E+00,-1.66E-04,2,4.06E-01,0.00E+00,-1.63E-04,3,3.80E-01,0.00E+00,1.52E-04,4,4.77E-01,0.00E+00,1.91E-04,5,5.51E-01,0.00E+00,-2.20E-04,6,3.69E-01,0.00E+00,-1.48E-04,Resultant,4.53E-01,0.00E+00,1.81E-04,20.46875,53.37109,1008.8,37,,,,,,
1,3190,01/22/2016 09:10:35 ,0,2,1,3.70E-01,0.00E+00,-1.48E-04,2,3.41E-01,0.00E+00,1.36E-04,3,3.72E-01,0.00E+00,1.49E-04,4,4.36E-01,0.00E+00,1.74E-04,5,3.65E-01,0.00E+00,-1.46E-04,6,3.44E-01,0.00E+00,1.38E-04,Resultant,4.79E-01,0.00E+00,1.91E-04,20.46875,53.43359,1008.6,39,,,,,,
1,3191,01/22/2016 09:14:35 ,0,2,1,3.69E-01,0.00E+00,-1.48E-04,2,4.34E-01,0.00E+00,1.74E-04,3,3.85E-01,0.00E+00,1.54E-04,4,4.34E-01,0.00E+00,-1.73E-04,5,4.23E-01,0.00E+00,-1.69E-04,6,3.18E-01,0.00E+00,-1.27E-04,Resultant,4.66E-01,0.00E+00,1.87E-04,20.46875,53.46484,1008.3,41,,,,,,
1,3192,01/22/2016 09:18:35 ,0,2,1,3.05E-01,0.00E+00,-1.22E-04,2,4.63E-01,0.00E+00,1.85E-04,3,3.83E-01,0.00E+00,1.53E-04,4,5.02E-01,0.00E+00,-2.01E-04,5,4.97E-01,0.00E+00,-1.99E-04,6,3.14E-01,0.00E+00,1.25E-04,Resultant,4.88E-01,0.00E+00,1.95E-04,20.42969,53.51953,1008.6,39,,,,,,
1,3193,01/22/2016 09:24:35 ,0,2,1,3.62E-01,0.00E+00,-1.45E-04,2,3.86E-01,0.00E+00,1.55E-04,3,2.87E-01,0.00E+00,1.15E-04,4,5.57E-01,0.00E+00,-2.23E-04,5,4.07E-01,0.00E+00,-1.63E-04,6,2.78E-01,0.00E+00,1.11E-04,Resultant,4.53E-01,0.00E+00,1.81E-04,20.46875,53.55469,1008.3,41,,,,,,
1,3194,01/22/2016 09:28:35 ,0,2,1,3.05E-01,0.00E+00,-1.22E-04,2,3.56E-01,0.00E+00,1.42E-04,3,3.88E-01,0.00E+00,1.55E-04,4,4.27E-01,0.00E+00,1.71E-04,5,3.68E-01,0.00E+00,-1.47E-04,6,3.26E-01,0.00E+00,-1.31E-04,Resultant,4.85E-01,0.00E+00,1.94E-04,20.46875,53.55469,1007.5,48,,,,,,
1,3195,01/22/2016 09:36:35 ,0,2,1,3.72E-01,0.00E+00,1.49E-04,2,4.60E-01,0.00E+00,1.84E-04,3,5.03E-01,0.00E+00,2.01E-04,4,4.90E-01,0.00E+00,1.96E-04,5,3.88E-01,0.00E+00,-1.55E-04,6,3.09E-01,0.00E+00,-1.24E-04,Resultant,6.29E-01,0.00E+00,2.51E-04,20.46875,53.71094,1007.7,46,,,,,,
1,3196,01/22/2016 09:38:35 ,0,2,1,3.72E-01,0.00E+00,-1.49E-04,2,3.70E-01,0.00E+00,1.48E-04,3,3.31E-01,0.00E+00,1.32E-04,4,4.35E-01,0.00E+00,1.74E-04,5,4.80E-01,0.00E+00,-1.92E-04,6,3.87E-01,0.00E+00,-1.55E-04,Resultant,4.84E-01,0.00E+00,1.93E-04,20.46875,53.77344,1007.8,45,,,,,,
1,3197,01/22/2016 09:42:35 ,0,2,1,2.94E-01,0.00E+00,-1.17E-04,2,4.47E-01,0.00E+00,-1.79E-04,3,3.85E-01,0.00E+00,1.54E-04,4,3.79E-01,0.00E+00,1.52E-04,5,4.14E-01,0.00E+00,-1.65E-04,6,3.40E-01,0.00E+00,1.36E-04,Resultant,4.86E-01,0.00E+00,1.95E-04,20.46875,53.77344,1007.5,48,,,,,,
1,3198,01/22/2016 09:44:35 ,0,2,1,3.51E-01,0.00E+00,1.40E-04,2,3.98E-01,0.00E+00,1.59E-04,3,3.17E-01,0.00E+00,-1.27E-04,4,3.69E-01,0.00E+00,-1.48E-04,5,3.33E-01,0.00E+00,-1.33E-04,6,3.15E-01,0.00E+00,-1.26E-04,Resultant,5.31E-01,0.00E+00,2.13E-04,20.46875,53.74219,1006.8,54,,,,,,
1,3199,01/22/2016 09:52:35 ,0,2,1,3.04E-01,0.00E+00,-1.22E-04,2,3.78E-01,0.00E+00,1.51E-04,3,2.74E-01,0.00E+00,1.09E-04,4,4.84E-01,0.00E+00,1.93E-04,5,3.95E-01,0.00E+00,-1.58E-04,6,3.49E-01,0.00E+00,1.40E-04,Resultant,4.80E-01,0.00E+00,1.92E-04,20.46875,53.83594,1006.6,55,,,,,,
1,3200,01/22/2016 09:58:35 ,0,2,1,3.51E-01,0.00E+00,-1.40E-04,2,3.31E-01,0.00E+00,-1.32E-04,3,3.65E-01,0.00E+00,-1.46E-04,4,5.07E-01,0.00E+00,2.03E-04,5,3.95E-01,0.00E+00,-1.58E-04,6,3.45E-01,0.00E+00,-1.38E-04,Resultant,5.05E-01,0.00E+00,2.02E-04,20.46875,53.89844,1006.8,54,,,,,,
1,3201,01/22/2016 10:10:35 ,0,2,1,3.41E-01,0.00E+00,-1.37E-04,2,3.61E-01,0.00E+00,1.44E-04,3,3.39E-01,0.00E+00,1.36E-04,4,4.33E-01,0.00E+00,1.73E-04,5,3.52E-01,0.00E+00,1.41E-04,6,3.35E-01,0.00E+00,-1.34E-04,Resultant,4.99E-01,0.00E+00,1.99E-04,20.46875,53.99219,1007.2,50,,,,,,
1,3202,01/22/2016 10:16:35 ,0,2,1,3.18E-01,0.00E+00,-1.27E-04,2,3.89E-01,0.00E+00,1.55E-04,3,3.25E-01,0.00E+00,1.30E-04,4,4.29E-01,0.00E+00,-1.72E-04,5,4.43E-01,0.00E+00,-1.77E-04,6,2.75E-01,0.00E+00,1.10E-04,Resultant,4.83E-01,0.00E+00,1.93E-04,20.46875,54.05469,1007,52,,,,,,
1,3203,01/22/2016 10:18:35 ,0,2,1,3.11E-01,0.00E+00,-1.24E-04,2,3.55E-01,0.00E+00,-1.42E-04,3,4.49E-01,0.00E+00,1.80E-04,4,4.40E-01,0.00E+00,1.76E-04,5,4.33E-01,0.00E+00,-1.73E-04,6,3.65E-01,0.00E+00,-1.46E-04,Resultant,5.42E-01,0.00E+00,2.17E-04,20.46875,54.05469,1006.9,53,,,,,,
1,3204,01/22/2016 10:20:35 ,0,2,1,3.02E-01,0.00E+00,-1.21E-04,2,3.66E-01,0.00E+00,1.46E-04,3,4.02E-01,0.00E+00,1.61E-04,4,4.10E-01,0.00E+00,1.64E-04,5,4.68E-01,0.00E+00,-1.87E-04,6,3.38E-01,0.00E+00,-1.35E-04,Resultant,5.27E-01,0.00E+00,2.11E-04,20.46875,54.02344,1007.5,48,,,,,,
1,3205,01/22/2016 10:30:35 ,0,2,1,3.30E-01,0.00E+00,1.32E-04,2,3.03E-01,0.00E+00,-1.21E-04,3,3.35E-01,0.00E+00,1.34E-04,4,4.34E-01,0.00E+00,1.74E-04,5,3.72E-01,0.00E+00,-1.49E-04,6,3.85E-01,0.00E+00,-1.54E-04,Resultant,3.99E-01,0.00E+00,1.60E-04,20.46875,54.08203,1007.3,50,,,,,,
1,3206,01/22/2016 10:34:35 ,0,2,1,3.26E-01,0.00E+00,1.30E-04,2,3.60E-01,0.00E+00,1.44E-04,3,3.26E-01,0.00E+00,1.30E-04,4,4.63E-01,0.00E+00,1.85E-04,5,4.54E-01,0.00E+00,1.82E-04,6,3.27E-01,0.00E+00,-1.31E-04,Resultant,4.13E-01,0.00E+00,1.65E-04,20.46875,54.05469,1007.3,50,,,,,,
1,3207,01/22/2016 10:38:35 ,0,2,1,3.66E-01,0.00E+00,1.46E-04,2,3.82E-01,0.00E+00,1.53E-04,3,4.42E-01,0.00E+00,1.77E-04,4,4.32E-01,0.00E+00,1.73E-04,5,3.86E-01,0.00E+00,-1.54E-04,6,3.89E-01,0.00E+00,1.56E-04,Resultant,5.75E-01,0.00E+00,2.30E-04,20.50781,54.12109,1007.2,50,,,,,,
1,3208,01/22/2016 10:40:35 ,0,2,1,3.84E-01,0.00E+00,-1.54E-04,2,3.58E-01,0.00E+00,-1.43E-04,3,4.49E-01,0.00E+00,1.80E-04,4,4.29E-01,0.00E+00,1.72E-04,5,5.03E-01,0.00E+00,-2.01E-04,6,2.90E-01,0.00E+00,1.16E-04,Resultant,5.26E-01,0.00E+00,2.10E-04,20.50781,54.12109,1006.9,53,,,,,,
1,3209,01/22/2016 10:42:35 ,0,2,1,3.39E-01,0.00E+00,-1.35E-04,2,3.21E-01,0.00E+00,1.28E-04,3,3.91E-01,0.00E+00,1.56E-04,4,4.31E-01,0.00E+00,1.73E-04,5,3.73E-01,0.00E+00,1.49E-04,6,2.76E-01,0.00E+00,-1.10E-04,Resultant,5.29E-01,0.00E+00,2.12E-04,20.50781,54.12109,1006.9,53,,,,,,
1,3210,01/22/2016 10:44:35 ,0,2,1,3.09E-01,0.00E+00,-1.24E-04,2,3.36E-01,0.00E+00,-1.34E-04,3,3.86E-01,0.00E+00,1.54E-04,4,4.16E-01,0.00E+00,1.66E-04,5,4.87E-01,0.00E+00,1.95E-04,6,2.83E-01,0.00E+00,-1.13E-04,Resultant,4.89E-01,0.00E+00,1.96E-04,20.46875,54.02344,1006.8,54,,,,,,
1,3211,01/22/2016 10:46:35 ,0,2,1,3.35E-01,0.00E+00,-1.34E-04,2,3.95E-01,0.00E+00,1.58E-04,3,4.54E-01,0.00E+00,1.82E-04,4,4.17E-01,0.00E+00,-1.67E-04,5,4.14E-01,0.00E+00,-1.66E-04,6,4.08E-01,0.00E+00,-1.63E-04,Resultant,5.23E-01,0.00E+00,2.09E-04,20.50781,54.05859,1006.5,56,,,,,,
1,3212,01/22/2016 10:54:35 ,0,2,1,3.08E-01,0.00E+00,1.23E-04,2,4.08E-01,0.00E+00,1.63E-04,3,3.90E-01,0.00E+00,1.56E-04,4,4.22E-01,0.00E+00,1.69E-04,5,3.86E-01,0.00E+00,-1.54E-04,6,3.70E-01,0.00E+00,-1.48E-04,Resultant,4.22E-01,0.00E+00,1.69E-04,20.50781,54.12109,1007.2,50,,,,,,
1,3213,01/22/2016 10:56:35 ,0,2,1,2.94E-01,0.00E+00,-1.18E-04,2,3.79E-01,0.00E+00,1.52E-04,3,3.31E-01,0.00E+00,1.33E-04,4,4.22E-01,0.00E+00,1.69E-04,5,3.91E-01,0.00E+00,1.57E-04,6,4.10E-01,0.00E+00,1.64E-04,Resultant,4.03E-01,0.00E+00,1.61E-04,20.50781,54.12109,1007.4,49,,,,,,
1,3214,01/22/2016 10:58:35 ,0,2,1,3.06E-01,0.00E+00,1.23E-04,2,4.00E-01,0.00E+00,-1.60E-04,3,3.84E-01,0.00E+00,1.54E-04,4,4.52E-01,0.00E+00,1.81E-04,5,4.68E-01,0.00E+00,-1.87E-04,6,3.36E-01,0.00E+00,1.34E-04,Resultant,5.19E-01,0.00E+00,2.07E-04,20.50781,54.12109,1007.4,49,,,,,,
1,3215,01/22/2016 11:16:35 ,0,2,1,2.87E-01,0.00E+00,-1.15E-04,2,3.93E-01,0.00E+00,-1.57E-04,3,3.89E-01,0.00E+00,1.55E-04,4,4.50E-01,0.00E+00,-1.80E-04,5,3.96E-01,0.00E+00,-1.59E-04,6,3.96E-01,0.00E+00,1.59E-04,Resultant,4.63E-01,0.00E+00,1.85E-04,20.54688,54.125,1007.3,50,,,,,,
1,3216,01/22/2016 11:18:35 ,0,2,1,2.82E-01,0.00E+00,-1.13E-04,2,4.42E-01,0.00E+00,1.77E-04,3,3.79E-01,0.00E+00,1.51E-04,4,4.28E-01,0.00E+00,1.71E-04,5,3.93E-01,0.00E+00,1.57E-04,6,3.76E-01,0.00E+00,-1.50E-04,Resultant,4.65E-01,0.00E+00,1.86E-04,20.50781,54.12109,1007.3,50,,,,,,
1,3217,01/22/2016 11:20:35 ,0,2,1,2.69E-01,0.00E+00,-1.08E-04,2,4.58E-01,0.00E+00,1.83E-04,3,3.98E-01,0.00E+00,1.59E-04,4,4.30E-01,0.00E+00,1.72E-04,5,3.37E-01,0.00E+00,1.35E-04,6,3.77E-01,0.00E+00,-1.51E-04,Resultant,6.64E-01,0.00E+00,2.66E-04,20.50781,54.15234,1007.2,50,,,,,,
1,3218,01/22/2016 11:32:35 ,0,2,1,3.14E-01,0.00E+00,-1.25E-04,2,3.91E-01,0.00E+00,-1.56E-04,3,4.03E-01,0.00E+00,1.61E-04,4,4.88E-01,0.00E+00,1.95E-04,5,4.08E-01,0.00E+00,1.63E-04,6,3.87E-01,0.00E+00,1.55E-04,Resultant,5.32E-01,0.00E+00,2.13E-04,20.50781,54.08984,1007.2,50,,,,,,
1,3219,01/22/2016 11:36:35 ,0,2,1,3.88E-01,0.00E+00,1.55E-04,2,3.62E-01,0.00E+00,1.45E-04,3,2.71E-01,0.00E+00,1.08E-04,4,4.99E-01,0.00E+00,2.00E-04,5,5.03E-01,0.00E+00,-2.01E-04,6,3.50E-01,0.00E+00,1.40E-04,Resultant,4.34E-01,0.00E+00,1.73E-04,20.54688,54.15625,1007.1,51,,,,,,
1,3220,01/22/2016 11:40:35 ,0,2,1,3.67E-01,0.00E+00,-1.47E-04,2,3.95E-01,0.00E+00,-1.58E-04,3,2.78E-01,0.00E+00,1.11E-04,4,4.96E-01,0.00E+00,1.99E-04,5,3.73E-01,0.00E+00,1.49E-04,6,3.17E-01,0.00E+00,-1.27E-04,Resultant,4.62E-01,0.00E+00,1.85E-04,20.50781,54.12109,1007.2,50,,,,,,
1,3221,01/22/2016 11:42:35 ,0,2,1,3.43E-01,0.00E+00,1.37E-04,2,3.69E-01,0.00E+00,1.48E-04,3,3.96E-01,0.00E+00,1.58E-04,4,4.08E-01,0.00E+00,-1.63E-04,5,3.66E-01,0.00E+00,-1.47E-04,6,3.24E-01,0.00E+00,-1.30E-04,Resultant,5.03E-01,0.00E+00,2.01E-04,20.54688,54.125,1007,52,,,,,,
1,3222,01/22/2016 11:44:35 ,0,2,1,3.03E-01,0.00E+00,1.21E-04,2,4.45E-01,0.00E+00,-1.78E-04,3,3.39E-01,0.00E+00,1.36E-04,4,4.86E-01,0.00E+00,1.95E-04,5,3.73E-01,0.00E+00,-1.49E-04,6,3.25E-01,0.00E+00,1.30E-04,Resultant,4.52E-01,0.00E+00,1.81E-04,20.54688,54.125,1007.3,50,,,,,,
1,3223,01/22/2016 11:46:35 ,0,2,1,4.71E-01,0.00E+00,-1.88E-04,2,4.89E-01,0.00E+00,-1.95E-04,3,3.39E-01,0.00E+00,1.36E-04,4,4.35E-01,0.00E+00,-1.74E-04,5,3.31E-01,0.00E+00,1.33E-04,6,3.96E-01,0.00E+00,1.58E-04,Resultant,7.27E-01,0.00E+00,2.91E-04,20.50781,54.12109,1007.4,49,,,,,,
